"Crop Production Statistics",,,,,
,,,,,
"State/Crop/District","Year","Season","Area (Hectare)","Production (Tonnes)","Yield (Tonnes/Hectare)"
," 2015-16","Rabi       ",983,415,0.42
," 2016-17","Rabi       ",111,113,1.02
," 2017-18","Rabi       ",655,190,0.29
," 2018-19","Rabi       ",703,202,0.29
" 17.KALABURAGI"," 2008-09","Rabi       ",20333,22229,1.09
," 2009-10","Rabi       ",24573,26294,1.07
," 2010-11","Rabi       ",17702,26539,1.50
," 2011-12","Rabi       ",16516,24893,1.51
," 2012-13","Rabi       ",11271,14787,1.31
," 2013-14","Rabi       ",13467,23502,1.75
," 2014-15","Rabi       ",14149,23751,1.68
," 2015-16","Rabi       ",9061,9245,1.02
," 2016-17","Rabi       ",9228,18541,2.01
," 2017-18","Rabi       ",10979,22946,2.09
," 2018-19","Rabi       ",6349,9560,1.51
" 18.KODAGU"," 2018-19","Rabi       ",2,2,1.00
" 19.KOPPAL"," 2008-09","Rabi       ",8193,3785,0.46
," 2009-10","Rabi       ",11267,5324,0.47
," 2010-11","Rabi       ",9156,5958,0.65
," 2011-12","Rabi       ",4424,1621,0.37
," 2012-13","Rabi       ",6540,3945,0.60
," 2013-14","Rabi       ",6985,5932,0.85
," 2014-15","Rabi       ",6356,8164,1.28
," 2015-16","Rabi       ",2757,1016,0.37
," 2016-17","Rabi       ",2522,659,0.26
," 2017-18","Rabi       ",6536,3508,0.54
," 2018-19","Rabi       ",4351,2943,0.68
" 20.MANDYA"," 2018-19","Rabi       ",1,1,1.00
" 21.MYSURU"," 2018-19","Rabi       ",3,3,1.00
" 22.RAICHUR"," 2008-09","Rabi       ",1780,802,0.45
," 2009-10","Rabi       ",1798,941,0.52
," 2010-11","Rabi       ",2558,2112,0.83
," 2011-12","Rabi       ",2307,1294,0.56
," 2012-13","Rabi       ",2332,1172,0.50
," 2013-14","Rabi       ",1054,1047,0.99
," 2014-15","Rabi       ",656,589,0.90
," 2015-16","Rabi       ",416,165,0.40
," 2016-17","Rabi       ",369,348,0.94
," 2017-18","Rabi       ",391,315,0.81
," 2018-19","Rabi       ",25,24,0.96
" 23.RAMANAGARA"," 2018-19","Rabi       ",1,1,1.00
" 24.SHIVAMOGGA"," 2010-11","Rabi       ",2,3,1.50
" 25.TUMAKURU"," 2017-18","Rabi       ",16,18,1.13
," 2018-19","Rabi       ",6,6,1.00
" 26.UDUPI"," 2018-19","Rabi       ",1,1,1.00
" 27.VIJAYAPURA"," 2008-09","Rabi       ",65369,52919,0.81
," 2009-10","Rabi       ",81437,77309,0.95
," 2010-11","Rabi       ",63974,68354,1.07
," 2011-12","Rabi       ",45949,33346,0.73
," 2012-13","Rabi       ",52074,44375,0.85
," 2013-14","Rabi       ",57511,55182,0.96
," 2014-15","Rabi       ",53709,55207,1.03
," 2015-16","Rabi       ",53842,28746,0.53
," 2016-17","Rabi       ",34031,31521,0.93
," 2017-18","Rabi       ",46022,45251,0.98
," 2018-19","Rabi       ",35336,24539,0.69
" 28.YADAGIRI"," 2010-11","Rabi       ",1804,1605,0.89
," 2011-12","Rabi       ",1675,1126,0.67
," 2012-13","Rabi       ",1098,873,0.80
," 2013-14","Rabi       ",564,532,0.94
," 2014-15","Rabi       ",1080,1137,1.05
," 2015-16","Rabi       ",419,247,0.59
," 2016-17","Rabi       ",179,187,1.04
," 2017-18","Rabi       ",95,76,0.80
," 2018-19","Rabi       ",320,367,1.15
"Total - Wheat",,,2357183.00,2353849,1.00
